서울;충북;2023;06;18;14;30;우등;민국;11;2112331021113233340112
충남;제주;2023;06;15;15;00;일반;인규;4;03143325
제주;경기;2023;06;15;10;50;프리미엄;민국;8;0223351024313512
충북;경기;2023;06;19;01;00;프리미엄;인규;7;05251535152320
충남;충북;2023;06;15;13;30;우등;대한;16;24022403311134353203010122332022
서울;부산;2023;06;18;15;00;일반;대한;7;12302511011213
충북;서울;2023;06;19;09;40;프리미엄;대한;9;331232012202131314
충북;경기;2023;06;18;14;20;프리미엄;민국;3;113301
경기;부산;2023;06;15;13;10;프리미엄;대한;20;3230122113142313141232143503002502032502
제주;부산;2023;06;19;10;00;우등;민국;10;23242332322532003512
서울;부산;2023;06;17;12;40;우등;대한;17;3511242532032015012325022032333313
부산;제주;2023;06;19;13;30;일반;민국;14;0330312000110530000533120014
충북;제주;2023;06;15;01;20;프리미엄;인규;15;340400142432240225241510101432
충북;부산;2023;06;19;01;50;우등;인규;7;03300234202402
부산;경기;2023;06;16;05;10;프리미엄;민국;17;3533243132141533013305233234040430
서울;충남;2023;06;19;12;20;프리미엄;민국;22;30313122152233252320202505033303311113351502
부산;서울;2023;06;17;04;10;우등;대한;14;3104222531211302333012110010
제주;부산;2023;06;16;01;30;프리미엄;대한;15;252315350033312214042311103202
충남;경기;2023;06;15;03;20;프리미엄;인규;13;23341202352523130004001432
충북;충남;2023;06;16;09;20;우등;인규;7;21031530133405
제주;충남;2023;06;18;04;50;일반;대한;5;0412003434
부산;경기;2023;06;19;06;30;프리미엄;민국;20;0523052421251212200225101210341303103521
제주;충북;2023;06;16;07;20;프리미엄;인규;13;14233025302203040122052321
제주;충북;2023;06;16;15;00;우등;인규;5;2012243411
서울;경기;2023;06;16;11;20;우등;인규;3;230511
경기;부산;2023;06;19;00;20;프리미엄;대한;4;32010302
제주;부산;2023;06;16;05;30;우등;대한;22;31121515301215350433023304203435030403302403
서울;충남;2023;06;17;12;10;우등;인규;22;00152205300500022133101014252115240333222531
제주;서울;2023;06;16;02;10;우등;대한;2;3025
서울;경기;2023;06;16;07;40;일반;대한;23;1223213305040001251135223504312005051015353110
서울;경기;2023;06;19;11;40;일반;인규;3;231204
서울;충남;2023;06;16;13;10;일반;민국;19;10301034001333322101332531232201143424
경기;충남;2023;06;19;03;40;일반;민국;15;251330241115323310311534151122
제주;서울;2023;06;18;15;20;일반;민국;21;110013233535152405302513143501240522252310
충남;부산;2023;06;15;14;50;일반;대한;4;33121521
충북;경기;2023;06;18;02;30;우등;인규;17;2201211515033025350500141515141104
부산;제주;2023;06;17;09;20;일반;인규;22;34201004312234301324100414311230020505032332
서울;제주;2023;06;16;06;40;프리미엄;민국;18;131314033020101424300202003402301302
충북;충남;2023;06;19;00;00;프리미엄;대한;19;34311000251535040515142224323022330231
서울;부산;2023;06;17;12;10;우등;인규;15;313011202022142004033405150331
충남;충북;2023;06;18;14;00;우등;인규;17;2124101031252501233024201535001005
충남;제주;2023;06;16;03;40;프리미엄;인규;22;02251521131014342205132205022135233503321114
부산;충북;2023;06;19;00;50;일반;민국;5;1332011412
충남;부산;2023;06;18;00;50;프리미엄;민국;15;241401311133000131133412253405
충남;경기;2023;06;15;05;50;일반;인규;6;111134220513
부산;충북;2023;06;19;15;20;우등;인규;10;04130030301114103503
제주;서울;2023;06;19;13;40;우등;민국;5;0314033401
부산;충남;2023;06;15;08;00;우등;민국;5;2232131432
부산;제주;2023;06;15;16;50;우등;대한;21;111033111320240400110134320511122535300403
경기;충북;2023;06;17;15;30;우등;인규;23;2003151123233430033314051335350130033431250221
경기;충남;2023;06;15;03;20;프리미엄;민국;15;120111203105343434212011201432
제주;경기;2023;06;16;14;00;일반;대한;1;03
충북;부산;2023;06;18;03;10;우등;민국;9;302024002332051112
경기;제주;2023;06;16;05;30;프리미엄;인규;9;111021003433150214
서울;부산;2023;06;17;03;50;일반;대한;19;12223301040324333234240502221505331200
경기;제주;2023;06;16;06;00;일반;민국;7;14122022052511
충남;서울;2023;06;18;14;00;프리미엄;민국;17;0430223323050002110001202333043225
서울;부산;2023;06;19;16;50;일반;인규;4;15003013
충북;제주;2023;06;17;09;00;일반;인규;18;323031101012353335150014130230103310
충북;서울;2023;06;19;00;00;일반;대한;3;350500
경기;충남;2023;06;16;06;20;프리미엄;민국;17;2001200415013310352030021231350332
제주;충남;2023;06;16;16;50;프리미엄;민국;21;123333030322151404300512301533351534002524
제주;부산;2023;06;15;01;10;일반;민국;14;2214340132001025303325111412
서울;충북;2023;06;18;10;00;일반;민국;8;1414203230032533
부산;서울;2023;06;19;12;10;일반;인규;7;02012522023333
부산;충남;2023;06;16;05;30;일반;민국;8;3310111030151301
충북;부산;2023;06;19;15;50;일반;대한;10;31052525311510221205
충남;경기;2023;06;19;16;20;우등;대한;20;3115353131203515330031301310302405113301
충남;서울;2023;06;15;04;00;일반;인규;18;142331011021332502350204051331121113
경기;부산;2023;06;17;12;50;프리미엄;인규;7;34102203343013
제주;충남;2023;06;17;01;50;우등;인규;7;13320023133514
경기;서울;2023;06;19;09;10;우등;인규;1;21
제주;서울;2023;06;17;02;20;우등;인규;7;11140003012002
부산;제주;2023;06;18;08;10;일반;대한;17;0121150023142422131505312223030414
충북;부산;2023;06;17;03;40;우등;민국;20;2015202311222523230322331211303012103314
충남;제주;2023;06;16;14;50;프리미엄;인규;9;033414222014330100
부산;서울;2023;06;17;00;50;프리미엄;인규;1;13
부산;서울;2023;06;18;03;50;프리미엄;인규;1;25
제주;부산;2023;06;16;14;10;일반;대한;14;1033022232351213011004041532
제주;충북;2023;06;17;00;50;우등;민국;10;30310005143414141330
제주;충북;2023;06;19;01;10;우등;대한;20;2034131024013403010431042532211112352111
부산;충남;2023;06;18;12;50;일반;인규;21;122000100412021025032312350203342325303531
제주;경기;2023;06;18;13;20;일반;대한;9;253410231522320021
제주;부산;2023;06;15;16;40;프리미엄;민국;16;25212222303400040512213024223205
경기;제주;2023;06;16;01;30;우등;대한;22;31103325022130353033331101200213003330150121
부산;서울;2023;06;15;12;30;프리미엄;민국;7;35100315043033
경기;충북;2023;06;18;10;10;우등;인규;1;32
서울;충남;2023;06;16;01;10;프리미엄;민국;5;3002121030
충북;경기;2023;06;17;14;10;프리미엄;민국;12;041502223020311223202301
충북;부산;2023;06;18;11;50;프리미엄;인규;8;3321213105041530
서울;충남;2023;06;19;09;20;일반;대한;10;34343112231525201325
충남;부산;2023;06;19;02;50;프리미엄;인규;14;1133023513313032040125300015
제주;부산;2023;06;19;04;30;우등;민국;1;04
충북;경기;2023;06;17;02;20;우등;대한;10;00230004200334213435
서울;제주;2023;06;18;11;50;일반;대한;7;00303232010111
부산;충북;2023;06;16;12;00;일반;민국;1;33
충남;경기;2023;06;15;09;00;우등;인규;15;232321300300350214242112352105
서울;충남;2023;06;15;06;00;일반;대한;4;25002132
충북;충남;2023;06;15;06;30;프리미엄;민국;12;303230330414241320033113
경기;부산;2023;06;19;12;30;일반;대한;12;013301113221231035133302
부산;서울;2023;06;16;07;00;프리미엄;대한;21;050221352224252002313520300123153512130104
경기;충북;2023;06;19;04;30;일반;인규;10;35120235130325011232
부산;충북;2023;06;15;16;50;우등;인규;15;030322222521140511121024141432
서울;제주;2023;06;19;01;10;일반;인규;7;05202503350400
제주;충남;2023;06;15;05;10;프리미엄;대한;7;01340031110024
경기;부산;2023;06;17;05;50;우등;인규;23;1522302023143524122425140034202131033211042101
부산;충북;2023;06;19;02;20;일반;대한;7;22210413240500
충북;부산;2023;06;16;00;30;일반;민국;1;10
경기;서울;2023;06;19;06;50;일반;인규;14;2201223032120321250130301512
충북;경기;2023;06;16;15;10;프리미엄;대한;8;2422353501100131
서울;제주;2023;06;17;15;50;우등;대한;22;04130522342333302223342001041532050423142312
충남;제주;2023;06;16;06;10;프리미엄;대한;18;003325042520221221303420120134032125
제주;경기;2023;06;17;01;10;프리미엄;대한;9;041410352312303111
충북;부산;2023;06;15;01;50;우등;민국;10;00153225231323150135
충남;제주;2023;06;15;13;30;우등;민국;5;1222241220
제주;충남;2023;06;19;10;30;우등;민국;19;25243405331212103335242400023303330000
경기;충북;2023;06;18;10;20;우등;대한;3;300530
충남;부산;2023;06;19;07;40;프리미엄;민국;8;0215153514343201
제주;서울;2023;06;15;10;10;우등;대한;15;221513102413001525123433052004
충북;부산;2023;06;16;10;30;일반;민국;23;2312321422020231240433002302132004053332250314
부산;경기;2023;06;18;00;50;우등;인규;13;35232430300003230504241014
경기;제주;2023;06;16;14;20;우등;대한;9;123415233000331514
충남;경기;2023;06;17;11;20;우등;인규;8;0112050225302011
제주;서울;2023;06;19;06;00;우등;대한;2;3205
제주;부산;2023;06;16;00;20;프리미엄;인규;3;312525
제주;서울;2023;06;17;16;00;프리미엄;민국;9;013002250310212522
충남;경기;2023;06;17;06;40;우등;인규;10;10141332112314350024
충남;제주;2023;06;18;02;20;프리미엄;인규;1;00
경기;제주;2023;06;15;04;30;우등;민국;2;2000
충북;부산;2023;06;18;10;20;프리미엄;대한;7;32323501201415
경기;충남;2023;06;18;06;40;프리미엄;대한;6;210313123001
제주;서울;2023;06;16;05;40;일반;인규;5;1310141503
제주;충남;2023;06;18;04;30;프리미엄;대한;4;01121525
제주;경기;2023;06;17;13;00;일반;인규;7;32213412032302
부산;충남;2023;06;15;11;00;일반;민국;21;243535021313223020301133233005000321021412
경기;제주;2023;06;18;09;10;우등;민국;9;031413153203200424
충남;제주;2023;06;18;09;50;프리미엄;인규;17;2401030413221011001125230223312322
제주;경기;2023;06;19;14;40;프리미엄;대한;12;031121342404000433342033
충남;제주;2023;06;15;04;20;일반;민국;3;213321
제주;충북;2023;06;18;16;20;일반;대한;2;3324
제주;경기;2023;06;16;02;10;우등;민국;22;20242231112425010531030521053100232435221120
충북;경기;2023;06;19;07;50;프리미엄;대한;18;112011201004153303143014313234242415
서울;제주;2023;06;18;05;20;일반;인규;3;012232
충북;충남;2023;06;16;09;30;일반;인규;11;0021053430121312323510
서울;부산;2023;06;18;13;40;우등;인규;10;30240035352003023514
제주;충북;2023;06;17;10;50;프리미엄;대한;5;2500333530
충북;부산;2023;06;15;02;40;프리미엄;인규;5;0131110414
경기;부산;2023;06;17;05;20;일반;민국;3;353234
충남;서울;2023;06;16;15;20;우등;인규;10;15221102230534103511
서울;충북;2023;06;17;01;10;우등;인규;13;24253125240523303505023133
경기;충북;2023;06;15;00;20;일반;인규;13;11213401050131030220110305
제주;서울;2023;06;15;10;00;일반;대한;12;343402301124143320053421
서울;충북;2023;06;19;09;10;프리미엄;대한;16;11043310223430311020202315343534
충북;서울;2023;06;18;10;30;우등;인규;2;0330
경기;서울;2023;06;16;11;40;프리미엄;민국;18;220533013432003104341235243334343120
부산;충북;2023;06;15;06;30;우등;민국;12;221411243135153420113512
충남;제주;2023;06;16;09;50;프리미엄;인규;11;0221343224231410350002
경기;충북;2023;06;17;08;30;프리미엄;민국;5;1215020122
서울;부산;2023;06;15;09;10;우등;인규;1;14
충북;부산;2023;06;18;08;20;우등;민국;5;1310000403
서울;충남;2023;06;16;03;10;일반;대한;4;30252405
충남;서울;2023;06;19;07;50;우등;대한;13;30121233311202202204140115
충남;충북;2023;06;18;10;10;일반;대한;21;250012121013312433001115023412043411043311
충북;서울;2023;06;19;13;50;프리미엄;대한;18;010532353315221120052503241513320503
충남;경기;2023;06;17;15;50;우등;민국;7;21232122323521
충북;충남;2023;06;18;00;10;우등;민국;9;223225153015200321
부산;제주;2023;06;19;11;10;일반;인규;8;1535002021200510
서울;충북;2023;06;16;00;50;일반;인규;9;150502212101332103
경기;충남;2023;06;15;16;10;우등;인규;23;1225110422341215210525243225140405242130220131
제주;경기;2023;06;15;15;20;우등;대한;7;33300310310421
충북;서울;2023;06;17;11;30;프리미엄;민국;17;3203250220142313323213221413241520
제주;충남;2023;06;19;12;30;일반;인규;4;23342334
서울;충남;2023;06;18;04;40;프리미엄;민국;16;15352300240520130200250101223311
경기;충남;2023;06;19;11;40;프리미엄;대한;20;1500333511052431333422230215323022131223
서울;충북;2023;06;15;04;20;우등;민국;21;241213231503042220243112140135212523131300
제주;서울;2023;06;18;10;40;우등;대한;14;3524211225323300121230050325
경기;충북;2023;06;16;10;50;우등;인규;17;0235032210010520230435200232300510
경기;충북;2023;06;19;07;30;일반;인규;2;3024
제주;서울;2023;06;15;12;10;일반;민국;7;32150320213515
충북;서울;2023;06;19;16;40;일반;민국;11;0131152015042124242531
충북;경기;2023;06;17;15;10;프리미엄;대한;17;2223143222053002031535300101301021
서울;경기;2023;06;18;11;50;우등;민국;23;0330010023043224303503003301053533030113351223
경기;서울;2023;06;18;12;40;프리미엄;민국;4;31351433
경기;서울;2023;06;17;12;50;우등;인규;5;2115143433
서울;제주;2023;06;17;14;50;일반;대한;22;35340033332004130005302214000201133223231134
부산;서울;2023;06;15;04;30;프리미엄;민국;11;2103011312330303150220
서울;제주;2023;06;17;15;40;프리미엄;인규;16;23311135132002310115211135342030
충남;서울;2023;06;17;15;50;프리미엄;대한;10;14350213132324041212
충남;제주;2023;06;15;16;00;우등;민국;5;1313110421
서울;부산;2023;06;17;00;20;우등;인규;7;11243530013215
경기;제주;2023;06;15;08;50;프리미엄;민국;3;140134
충북;서울;2023;06;18;10;30;우등;민국;17;3011102223050511252534201430011203
경기;충북;2023;06;16;06;20;프리미엄;민국;16;10220222123315330421043524231125
부산;경기;2023;06;15;14;40;우등;대한;16;13341510143324013212342101153523
제주;서울;2023;06;19;09;10;일반;인규;7;31143402321315
경기;부산;2023;06;16;09;40;우등;민국;17;3205053503213332351435000500120410
충남;부산;2023;06;18;15;40;일반;대한;19;03312114021205011301100515150131042230
경기;충북;2023;06;16;06;10;일반;민국;22;01251302131412033220020410253305343504220230
부산;경기;2023;06;18;13;40;프리미엄;대한;3;112221
제주;경기;2023;06;19;08;30;일반;인규;15;152325101421323435143432032222
경기;충북;2023;06;18;09;10;일반;인규;20;2425152010353520310404350032323524102020
충남;충북;2023;06;18;09;10;프리미엄;민국;8;0132202301130514
충북;부산;2023;06;18;07;40;우등;인규;5;3412011200
부산;제주;2023;06;17;08;00;일반;대한;3;003520
제주;부산;2023;06;17;13;20;우등;인규;12;321522331524053113011500
제주;부산;2023;06;19;07;50;우등;대한;4;23212123
경기;충남;2023;06;16;07;10;일반;대한;13;13133015252001240115243301
충남;경기;2023;06;15;12;50;우등;민국;1;14
제주;충북;2023;06;17;15;40;우등;민국;12;032414223115100534052305
충남;서울;2023;06;19;04;20;우등;대한;10;25213410340520200502
충북;경기;2023;06;16;09;50;우등;인규;6;140203350533
충남;부산;2023;06;15;04;50;프리미엄;인규;4;14322030
서울;충남;2023;06;16;12;30;우등;민국;4;14022135
충남;부산;2023;06;18;03;30;일반;인규;19;31252434131422033513301404222134212131
충남;충북;2023;06;19;03;10;프리미엄;민국;20;3403353133352530240531022501230222203033
경기;충북;2023;06;18;15;20;우등;대한;12;330020211513241121312301
충북;충남;2023;06;18;16;30;일반;대한;2;1430
경기;서울;2023;06;15;05;00;프리미엄;인규;13;12003434153301113221150130
부산;서울;2023;06;16;09;40;우등;민국;10;12222523300210312022
경기;서울;2023;06;16;12;10;프리미엄;인규;18;142534242032023115052532341200113314
충북;경기;2023;06;17;15;00;일반;대한;14;2214122000220502240505242310
제주;충남;2023;06;17;08;20;우등;대한;13;12030500013500300125132111
경기;충남;2023;06;18;07;10;프리미엄;민국;6;123020331302
서울;부산;2023;06;19;13;30;일반;민국;12;242313033130352421101230
충북;서울;2023;06;16;12;10;프리미엄;민국;11;3001052300151004332004
서울;부산;2023;06;16;03;20;프리미엄;인규;4;23130430
부산;충북;2023;06;16;10;30;우등;인규;16;23103312332515042530022015311125
서울;충북;2023;06;19;15;20;우등;대한;2;0001
충북;충남;2023;06;16;13;50;우등;인규;10;33100014132213011115
충북;경기;2023;06;19;05;20;우등;민국;6;321332331011
충남;충북;2023;06;15;05;10;프리미엄;대한;15;302315112310132032000205343215
충북;경기;2023;06;17;13;50;프리미엄;인규;1;35
제주;부산;2023;06;19;04;30;일반;민국;18;233113010323150202150411331331023334
제주;경기;2023;06;17;14;50;일반;인규;8;3331102034233224
충남;서울;2023;06;18;15;20;우등;인규;22;35341011251515242223010514301105053121303535
충북;경기;2023;06;19;11;30;우등;인규;13;03151302303015032235353121
부산;충남;2023;06;15;05;30;일반;대한;7;03111034232315
충남;부산;2023;06;15;14;00;프리미엄;대한;12;113011243312212024213522
서울;충남;2023;06;15;13;50;일반;대한;6;131134011311
충남;서울;2023;06;17;08;40;우등;민국;1;11
제주;부산;2023;06;15;15;50;일반;대한;15;022132122421301512011511023300
서울;경기;2023;06;17;15;20;우등;대한;16;30121522113312053120223020050313
충북;서울;2023;06;19;15;20;우등;인규;12;202022132213142433040510
충북;충남;2023;06;17;03;10;일반;대한;10;24051210323122120110
제주;충북;2023;06;16;10;20;일반;대한;11;2003250520121003350110
충북;부산;2023;06;15;16;10;프리미엄;인규;1;04
충남;충북;2023;06;16;01;20;일반;민국;21;051033101124221015153013343412303302021411
제주;경기;2023;06;17;15;30;일반;민국;14;2324003532142431122434103103
서울;경기;2023;06;15;05;10;우등;대한;1;25
충북;충남;2023;06;18;16;30;프리미엄;인규;8;3121241104331510
충북;충남;2023;06;16;06;50;프리미엄;인규;18;222211142015203005212203200233233504
충북;서울;2023;06;15;03;00;일반;인규;22;32122511351411221201121210010234213033203034
충남;서울;2023;06;16;06;40;프리미엄;대한;23;1425102303200335343510231212203321012530021225
경기;부산;2023;06;15;06;50;우등;민국;19;30042210323201323013021010111403223324
서울;부산;2023;06;16;12;30;프리미엄;인규;11;0425331114002420253511
제주;경기;2023;06;15;12;40;일반;인규;12;220434343034050213040222
제주;충남;2023;06;16;15;40;우등;민국;5;0330201215
제주;서울;2023;06;19;03;30;우등;인규;12;240320310503002120353533
경기;제주;2023;06;18;03;20;우등;민국;15;123031201023040221350222030113
부산;충남;2023;06;16;02;10;프리미엄;인규;13;10022300031123051333310021
서울;충북;2023;06;19;10;30;프리미엄;대한;18;352122040213320503222315130430021025
서울;충북;2023;06;17;07;30;일반;민국;4;34052100
서울;부산;2023;06;19;00;00;일반;민국;3;012220
부산;충북;2023;06;16;06;10;우등;대한;19;00113032352424143235111400220031120432
충북;제주;2023;06;19;11;50;일반;인규;21;150524101304031010310423113231302014142322
서울;충북;2023;06;19;01;20;프리미엄;인규;7;03213424351402
서울;충북;2023;06;18;03;40;우등;인규;1;25
경기;충남;2023;06;19;06;30;우등;대한;14;1305201324353103210305301115
부산;제주;2023;06;19;08;00;우등;인규;20;3032211205001335012310010322021230350201
서울;부산;2023;06;15;05;40;프리미엄;민국;23;0405021105001031253515021512351322101111243402
충북;경기;2023;06;19;12;00;일반;대한;18;252332222322040323340311112522230531
충남;서울;2023;06;16;02;30;우등;민국;9;150021233531322423
충남;부산;2023;06;16;15;00;우등;대한;16;21143405001524131020113234240314
충남;경기;2023;06;17;13;50;프리미엄;인규;22;01203301053501010413113502002300131411151115
부산;충북;2023;06;17;11;40;일반;민국;12;102003101004033403130332
부산;경기;2023;06;18;10;10;프리미엄;인규;4;32312022
충남;서울;2023;06;19;07;30;일반;인규;9;301434121315251320
경기;충북;2023;06;15;05;00;일반;인규;17;3513352225120311312322210332023030
충남;서울;2023;06;19;10;10;프리미엄;인규;4;35210104
서울;부산;2023;06;18;05;10;일반;대한;7;11231034101102
제주;경기;2023;06;18;06;40;프리미엄;민국;3;252531
부산;경기;2023;06;18;16;10;프리미엄;대한;21;233330020411032223000012341201220401020133
제주;경기;2023;06;19;01;50;프리미엄;민국;8;2214222403332301
서울;부산;2023;06;18;12;10;우등;대한;15;153520250100021004352002121030
충북;경기;2023;06;19;06;40;프리미엄;대한;4;31233021
제주;충남;2023;06;18;07;50;일반;민국;23;2433350111351325011411203522333521113513240530
충남;부산;2023;06;15;15;00;우등;대한;12;010421043020110022111134
제주;충남;2023;06;17;01;50;일반;대한;21;220511110524130531051435311435142504143102
부산;충북;2023;06;19;05;10;일반;인규;17;1402213023102512342303142021212405
서울;충남;2023;06;16;04;40;프리미엄;대한;4;03303531
서울;충남;2023;06;19;15;10;일반;인규;10;20123422200124352021
경기;충북;2023;06;16;16;30;일반;대한;16;10250211140112130135100030320532
경기;서울;2023;06;15;10;30;우등;인규;5;1010002520
경기;부산;2023;06;18;11;20;우등;대한;16;00120034032525140534011415102503
부산;서울;2023;06;19;00;50;프리미엄;대한;20;1421033422300030013110331013330410022111
부산;서울;2023;06;16;05;40;프리미엄;민국;5;2013313435
충남;부산;2023;06;16;14;30;일반;대한;10;31023112301131151333
제주;부산;2023;06;17;13;50;프리미엄;민국;11;2124043425330411102112
서울;경기;2023;06;16;00;30;프리미엄;대한;18;030211243203111430102323351531251533
부산;제주;2023;06;19;11;30;일반;인규;12;033001142312003524201103
서울;경기;2023;06;17;05;50;일반;대한;15;232420141500330533351121303523
충북;서울;2023;06;18;05;30;프리미엄;대한;12;140503220111103405012504
경기;부산;2023;06;15;01;20;프리미엄;민국;13;34102525253103101220013521
경기;서울;2023;06;17;07;40;일반;인규;7;33001314123124
제주;충남;2023;06;18;07;40;일반;민국;4;01332010
충북;경기;2023;06;19;03;40;우등;대한;2;2410
제주;충북;2023;06;17;04;30;프리미엄;민국;5;0423121402
경기;제주;2023;06;15;13;40;일반;대한;15;010523351523133231323432353324
부산;충남;2023;06;18;12;30;우등;대한;6;250535110435
경기;부산;2023;06;19;15;30;우등;민국;6;140523233030
경기;제주;2023;06;15;06;20;프리미엄;대한;23;2501221501152504053315350330201522323121043011
부산;경기;2023;06;19;08;00;프리미엄;민국;15;201003100020141035221021303213
충남;제주;2023;06;18;09;20;프리미엄;대한;1;00
제주;경기;2023;06;16;01;40;일반;인규;20;3235023120210432023334251125140310021414
경기;충북;2023;06;15;04;00;프리미엄;인규;18;010432332403021012123430333532052215
서울;충남;2023;06;16;02;30;우등;대한;23;0302122534342514333203213035342512103333112004
부산;제주;2023;06;16;08;10;일반;대한;11;1011051524232004013223
경기;부산;2023;06;19;02;50;일반;대한;11;0221241424002100243202
충남;부산;2023;06;18;12;40;우등;인규;15;013403142501222205341305002325
충북;충남;2023;06;17;06;30;일반;대한;1;23
제주;서울;2023;06;16;15;30;프리미엄;인규;1;34
경기;충남;2023;06;18;05;20;우등;민국;16;15330202123024303501002023151334
충북;서울;2023;06;18;16;10;일반;민국;23;2111101211230102302215133501013323102315241001
충남;제주;2023;06;18;06;00;일반;민국;13;35343224220004153330031415
서울;제주;2023;06;15;06;10;프리미엄;인규;12;233500100223150225023524
충남;경기;2023;06;15;00;30;일반;대한;8;2320022025032135
충북;충남;2023;06;16;15;40;일반;대한;4;22350021
충북;서울;2023;06;18;14;20;프리미엄;대한;21;023505030405222410222500231033200501223304
충북;제주;2023;06;17;09;00;일반;민국;7;04300500250331
부산;경기;2023;06;17;03;00;우등;인규;18;241435150513222533242213321214332222
제주;충남;2023;06;17;08;10;우등;대한;5;0405331413
충남;부산;2023;06;17;12;50;우등;대한;21;323100222205030503342211312035101211121304
충남;부산;2023;06;15;13;30;일반;인규;2;2233
경기;제주;2023;06;15;02;20;일반;대한;13;32211521040420351301213411
제주;충남;2023;06;15;01;10;일반;대한;20;3301300504153332250101012115232213333513
충남;서울;2023;06;19;02;00;우등;민국;17;1203143221101520010210102224352011
부산;서울;2023;06;17;08;50;일반;인규;17;1502040500202104020415331121040233
부산;경기;2023;06;18;13;30;프리미엄;인규;7;21123434302215
충남;제주;2023;06;19;05;50;우등;인규;8;3233302103253310
충북;제주;2023;06;18;00;20;일반;대한;3;320025
제주;부산;2023;06;19;14;40;프리미엄;대한;2;1422
충남;부산;2023;06;19;11;20;프리미엄;대한;8;2020023202102331
충북;충남;2023;06;16;05;10;우등;민국;7;13032234143230
경기;충북;2023;06;15;12;50;프리미엄;대한;22;13241033340413033012043321102512112504001533
충북;제주;2023;06;17;00;50;우등;대한;4;32130023
충북;부산;2023;06;17;14;10;우등;인규;9;040534212003220124
제주;부산;2023;06;16;12;20;우등;민국;6;241003133034
충북;충남;2023;06;19;07;20;일반;민국;11;2410323000110325150310
충남;부산;2023;06;16;11;10;일반;대한;19;20342403000505011430253102221404052314
제주;충북;2023;06;18;05;50;일반;대한;12;030500141132332330210321
충남;경기;2023;06;15;00;30;일반;민국;8;3125121405053130
충남;제주;2023;06;18;02;10;프리미엄;대한;14;3212242225133433112322120322
충북;부산;2023;06;18;06;50;일반;대한;23;3325033103150400031035041023033510340532130324
충남;서울;2023;06;19;14;10;일반;인규;10;34322133353012302213
부산;충북;2023;06;16;04;00;일반;대한;7;10122102300412
경기;충북;2023;06;19;11;50;우등;대한;4;31350024
서울;충남;2023;06;15;12;00;일반;민국;19;02341404232004101305102122232001122522
경기;충북;2023;06;17;00;00;프리미엄;대한;10;11351523131121001021
부산;충북;2023;06;19;16;50;프리미엄;인규;22;00351122210405253520031115251114250330213102
충남;부산;2023;06;18;09;10;프리미엄;인규;18;212513040531150523010403310533143502
경기;충남;2023;06;18;11;20;프리미엄;인규;2;0533
경기;부산;2023;06;18;04;40;프리미엄;인규;17;3323001404312030220324021234142404
서울;경기;2023;06;18;05;30;프리미엄;대한;1;15
충북;서울;2023;06;19;05;30;우등;대한;2;1234
충북;충남;2023;06;15;09;40;프리미엄;인규;20;3134153523150510240535102130100023011124
제주;충북;2023;06;19;02;50;우등;인규;9;322010230103201131
서울;경기;2023;06;19;04;20;일반;인규;8;2402140224131405
서울;충남;2023;06;16;02;50;일반;대한;15;121111000311101415142513023013
충북;서울;2023;06;15;10;50;프리미엄;대한;7;04120225202511
충남;제주;2023;06;17;02;10;우등;인규;4;05130135
서울;부산;2023;06;19;12;00;우등;민국;8;0001152514250411
