서울;충남;2023;06;17;15;30;프리미엄;인규;40km;4시간소요;4000;6;300120425122
충북;경기;2023;06;19;07;20;우등;민국;10km;1시간소요;1000;1;11
제주;서울;2023;06;16;02;20;프리미엄;인규;50km;5시간소요;5000;15;532321033112424151320013402043
부산;서울;2023;06;15;01;10;프리미엄;대한;10km;1시간소요;1000;2;0032
충북;서울;2023;06;16;07;20;프리미엄;민국;30km;3시간소요;3000;9;524233022111200132
충남;부산;2023;06;19;04;10;일반;대한;30km;3시간소요;3000;14;5122522120033343013010311223
경기;충북;2023;06;16;13;40;일반;대한;10km;1시간소요;1000;20;0021035020021152121341220110335142433240
부산;제주;2023;06;16;06;50;일반;대한;40km;4시간소요;4000;3;031213
충북;충남;2023;06;19;16;50;일반;인규;10km;1시간소요;1000;2;5001
제주;경기;2023;06;18;10;10;프리미엄;인규;30km;3시간소요;3000;18;004133310121534003433230105220221113
충남;서울;2023;06;17;00;40;일반;인규;40km;4시간소요;4000;5;4041205043
충북;서울;2023;06;16;15;20;일반;인규;30km;3시간소요;3000;19;23120120303353503211423140435210132102
서울;충북;2023;06;18;00;10;우등;인규;30km;3시간소요;3000;1;23
서울;부산;2023;06;15;13;20;일반;대한;10km;1시간소요;1000;2;2130
제주;부산;2023;06;15;16;30;우등;인규;40km;4시간소요;4000;19;52301321335320511203415023022210324043
충북;부산;2023;06;15;05;20;일반;인규;20km;2시간소요;2000;16;40103303430232002251202113015030
서울;충남;2023;06;18;16;20;우등;민국;40km;4시간소요;4000;19;20015352224140332332004231104313211211
서울;부산;2023;06;19;15;00;우등;인규;10km;1시간소요;1000;14;0153124340521351423211202233
충북;부산;2023;06;17;07;40;우등;인규;20km;2시간소요;2000;8;1222332132004323
부산;제주;2023;06;15;12;50;일반;인규;40km;4시간소요;4000;8;1203225352114230
제주;부산;2023;06;15;01;10;일반;민국;40km;4시간소요;4000;16;43413332235010401342300102112252
경기;충남;2023;06;19;03;40;일반;인규;20km;2시간소요;2000;22;20410010332311430352512122501232303140135342
부산;제주;2023;06;16;10;10;우등;민국;40km;4시간소요;4000;10;10113350404152120001
서울;경기;2023;06;19;08;20;우등;인규;20km;2시간소요;2000;4;11520002
충북;서울;2023;06;18;11;30;일반;대한;30km;3시간소요;3000;8;3143525341212201
부산;충남;2023;06;17;12;40;일반;대한;30km;3시간소요;3000;1;22
경기;서울;2023;06;15;10;20;일반;대한;20km;2시간소요;2000;17;2043330203003152421321402230320112
경기;서울;2023;06;16;06;10;일반;민국;20km;2시간소요;2000;14;2151122352223133030053204032
제주;경기;2023;06;16;12;20;우등;인규;30km;3시간소요;3000;23;5012324231214133404301525323031322301051001102
제주;서울;2023;06;19;03;20;일반;민국;50km;5시간소요;5000;15;410100302003403212422310214313
제주;충남;2023;06;15;15;10;우등;대한;10km;1시간소요;1000;7;01324231332243
경기;제주;2023;06;16;08;50;프리미엄;민국;30km;3시간소요;3000;13;10203021325341220133421343
경기;충북;2023;06;16;06;50;프리미엄;대한;10km;1시간소요;1000;22;23421110211343415230532220315001400212003303
충북;경기;2023;06;16;14;00;일반;인규;10km;1시간소요;1000;19;42122200024010414320525350033033012313
경기;부산;2023;06;19;07;30;일반;민국;10km;1시간소요;1000;15;532211130123514121405031021032
제주;부산;2023;06;15;09;00;우등;인규;40km;4시간소요;4000;12;135301433050420011325222
제주;부산;2023;06;18;10;30;프리미엄;인규;40km;4시간소요;4000;1;33
제주;부산;2023;06;17;03;10;프리미엄;인규;40km;4시간소요;4000;17;3153522230233200012143124110131142
부산;서울;2023;06;15;14;40;프리미엄;대한;10km;1시간소요;1000;16;42015313412143513103122030022240
서울;제주;2023;06;15;01;00;프리미엄;민국;50km;5시간소요;5000;23;4350200310114012423341010002133223302151522253
충북;제주;2023;06;15;01;30;프리미엄;민국;20km;2시간소요;2000;4;02423353
부산;서울;2023;06;17;00;40;프리미엄;대한;10km;1시간소요;1000;19;30432132011303025200502242124153102333
서울;제주;2023;06;17;06;00;우등;대한;50km;5시간소요;5000;2;2041
충북;경기;2023;06;15;12;50;일반;민국;10km;1시간소요;1000;15;532332433112402142103322514120
제주;충북;2023;06;18;10;40;우등;인규;20km;2시간소요;2000;19;33413011430350203132235213212201420002
충남;부산;2023;06;16;10;50;우등;민국;30km;3시간소요;3000;5;5012415313
서울;충남;2023;06;17;07;00;우등;대한;40km;4시간소요;4000;22;22305143312133533240015223411050022013124203
부산;서울;2023;06;19;11;00;일반;대한;10km;1시간소요;1000;21;425323404331220001115250514103211232103002
서울;제주;2023;06;18;03;00;우등;인규;50km;5시간소요;5000;11;4120405332122211310121
서울;충북;2023;06;16;01;10;우등;민국;30km;3시간소요;3000;19;21433000500222200340135241513233532312
제주;충남;2023;06;17;02;40;우등;민국;10km;1시간소요;1000;1;40
서울;부산;2023;06;18;02;50;프리미엄;인규;10km;1시간소요;1000;21;233242100203123301220011133043205253404131
제주;경기;2023;06;19;11;30;일반;인규;30km;3시간소요;3000;6;130333120230
충북;경기;2023;06;16;14;20;프리미엄;인규;10km;1시간소요;1000;4;30330350
충남;서울;2023;06;16;13;30;일반;대한;40km;4시간소요;4000;9;211132235100013342
제주;부산;2023;06;19;16;00;프리미엄;인규;40km;4시간소요;4000;20;4252400020034150221151123133132132302302
경기;부산;2023;06;17;16;30;우등;대한;10km;1시간소요;1000;5;4331220141
서울;경기;2023;06;15;14;10;일반;인규;20km;2시간소요;2000;15;011320420330533211315143103302
제주;충북;2023;06;18;03;50;우등;민국;20km;2시간소요;2000;14;2013305350000132033142124133
충북;제주;2023;06;15;14;30;일반;인규;20km;2시간소요;2000;11;2040435112304253212233
부산;경기;2023;06;15;12;00;우등;민국;10km;1시간소요;1000;2;2150
제주;부산;2023;06;16;15;20;우등;인규;40km;4시간소요;4000;23;2331005153435213422140120233205032114130012203
경기;제주;2023;06;17;13;40;일반;민국;30km;3시간소요;3000;14;4003115241133012420151332322
경기;서울;2023;06;15;05;10;프리미엄;대한;20km;2시간소요;2000;19;40312153131102100132304120422251034350
충남;서울;2023;06;19;04;00;우등;대한;40km;4시간소요;4000;22;00401012321133302251410150204202235331435203
제주;충남;2023;06;15;15;00;우등;대한;10km;1시간소요;1000;13;13422131515352503222330310
제주;경기;2023;06;16;13;00;프리미엄;대한;30km;3시간소요;3000;20;4312015140130241423233502303102111003031
서울;경기;2023;06;18;06;50;일반;대한;20km;2시간소요;2000;13;53025152414323114210001331
충남;부산;2023;06;18;01;30;일반;대한;30km;3시간소요;3000;12;021231524303212242402301
충남;제주;2023;06;18;08;10;일반;인규;10km;1시간소요;1000;6;201330403223
충남;경기;2023;06;15;04;20;우등;인규;20km;2시간소요;2000;18;514043421312105041032330203133001132
경기;부산;2023;06;19;07;30;프리미엄;인규;10km;1시간소요;1000;7;50033212002030
충북;충남;2023;06;19;06;50;프리미엄;민국;10km;1시간소요;1000;8;0250530113330342
서울;경기;2023;06;19;15;20;우등;민국;20km;2시간소요;2000;19;01511252031333301031502320020032534222
충남;제주;2023;06;15;07;20;우등;민국;10km;1시간소요;1000;22;52510133425311120322132332502131001002404330
제주;경기;2023;06;19;01;50;프리미엄;대한;30km;3시간소요;3000;18;134120321210525000532151224302234031
충북;제주;2023;06;19;00;10;일반;민국;20km;2시간소요;2000;7;03003321115041
서울;부산;2023;06;17;16;10;일반;인규;10km;1시간소요;1000;23;3200411342020312011023514050311120433052332221
충남;서울;2023;06;17;13;40;프리미엄;인규;40km;4시간소요;4000;9;004210412153013151
제주;경기;2023;06;17;15;50;일반;민국;30km;3시간소요;3000;15;422330520333533201110021415122
충남;충북;2023;06;16;10;10;프리미엄;민국;10km;1시간소요;1000;13;20302101524310112242335300
충북;경기;2023;06;17;16;00;일반;민국;10km;1시간소요;1000;23;1243514050204222021303410031015330233211215210
충남;제주;2023;06;16;00;50;프리미엄;인규;10km;1시간소요;1000;10;43125330423120104123
제주;경기;2023;06;15;11;50;프리미엄;대한;30km;3시간소요;3000;22;22104243034030523141213202205313231211335100
충남;경기;2023;06;17;11;20;우등;민국;20km;2시간소요;2000;7;30425013013203
제주;부산;2023;06;17;08;30;우등;민국;40km;4시간소요;4000;19;03103013023220435331520041421121012333
충북;서울;2023;06;18;00;10;프리미엄;민국;30km;3시간소요;3000;8;0341315313500151
충남;부산;2023;06;16;09;00;프리미엄;민국;30km;3시간소요;3000;19;31333223133041424310031120535250012251
충남;서울;2023;06;19;11;00;우등;민국;40km;4시간소요;4000;9;031232022342225101
서울;부산;2023;06;17;14;30;우등;대한;10km;1시간소요;1000;9;215210335312033123
제주;경기;2023;06;17;13;50;일반;인규;30km;3시간소요;3000;20;2250433010401300113102015342214152035123
충남;제주;2023;06;15;05;00;일반;대한;10km;1시간소요;1000;16;01431153320020224233022341125203
경기;부산;2023;06;18;02;10;우등;대한;10km;1시간소요;1000;1;13
충북;부산;2023;06;15;05;20;프리미엄;민국;20km;2시간소요;2000;9;501201522103421323
서울;충북;2023;06;18;03;50;프리미엄;대한;30km;3시간소요;3000;5;3240114113
부산;경기;2023;06;16;06;10;일반;대한;10km;1시간소요;1000;19;43500222311123411040423330012152135312
경기;부산;2023;06;16;01;50;우등;민국;10km;1시간소요;1000;10;40232200523101102120
경기;충남;2023;06;15;16;40;일반;인규;20km;2시간소요;2000;3;402331
제주;서울;2023;06;19;04;10;우등;인규;50km;5시간소요;5000;12;012040030012104122423332
제주;충북;2023;06;15;13;30;일반;인규;20km;2시간소요;2000;14;3233023020405231031151505342
충남;충북;2023;06;17;01;00;프리미엄;민국;10km;1시간소요;1000;1;30
충북;충남;2023;06;16;07;20;우등;대한;10km;1시간소요;1000;15;311213204341514221231103002232
서울;경기;2023;06;16;03;40;프리미엄;민국;20km;2시간소요;2000;2;2113
충북;부산;2023;06;15;03;00;우등;대한;20km;2시간소요;2000;19;22500043131053422351020320412112520111
제주;충남;2023;06;19;07;10;우등;대한;10km;1시간소요;1000;19;03005101415210400242333130114322135012
제주;부산;2023;06;18;06;00;일반;인규;40km;4시간소요;4000;19;01031242114322411323323153524033100051
경기;서울;2023;06;15;03;00;우등;대한;20km;2시간소요;2000;12;411000021113315020435103
충북;경기;2023;06;18;06;00;일반;민국;10km;1시간소요;1000;11;1042532312500002403243
서울;제주;2023;06;19;07;20;우등;대한;50km;5시간소요;5000;4;30432353
제주;부산;2023;06;16;12;00;프리미엄;대한;40km;4시간소요;4000;22;30214153031310024043115101223242335012523100
제주;경기;2023;06;18;12;50;우등;민국;30km;3시간소요;3000;11;2151200322404231531101
충북;부산;2023;06;17;10;10;일반;인규;20km;2시간소요;2000;5;0152125040
제주;부산;2023;06;16;13;20;일반;대한;40km;4시간소요;4000;6;312143205112
서울;경기;2023;06;19;07;30;프리미엄;인규;20km;2시간소요;2000;1;42
경기;충남;2023;06;19;02;40;프리미엄;대한;20km;2시간소요;2000;16;03401201215123531332105030332243
부산;서울;2023;06;15;02;10;프리미엄;인규;10km;1시간소요;1000;8;0022523110325333
부산;충북;2023;06;18;09;30;일반;민국;20km;2시간소요;2000;11;1340200150103352231253
충남;충북;2023;06;19;10;00;일반;대한;10km;1시간소요;1000;14;4102112250312042435152230300
제주;충북;2023;06;16;14;20;일반;대한;20km;2시간소요;2000;14;4350221142205100530213013012
충남;충북;2023;06;17;15;20;일반;민국;10km;1시간소요;1000;7;22324341232113
서울;충북;2023;06;19;02;30;우등;인규;30km;3시간소요;3000;14;0201324003421250312152113310
충북;충남;2023;06;18;02;20;프리미엄;인규;10km;1시간소요;1000;15;234321033331021353103251111200
경기;충북;2023;06;16;05;50;우등;인규;10km;1시간소요;1000;2;4153
충남;충북;2023;06;17;07;40;프리미엄;대한;10km;1시간소요;1000;19;21404302105242312320531300415111320150
서울;부산;2023;06;17;12;50;일반;인규;10km;1시간소요;1000;7;53302110134252
부산;제주;2023;06;17;13;40;일반;대한;40km;4시간소요;4000;2;3233
제주;충남;2023;06;19;08;40;일반;인규;10km;1시간소요;1000;15;033102131232522233200153215142
충북;서울;2023;06;18;15;40;프리미엄;대한;30km;3시간소요;3000;20;4020300141124350022142003351311123320352
제주;부산;2023;06;15;04;00;일반;대한;40km;4시간소요;4000;12;121001532252233033315011
충북;서울;2023;06;19;07;40;프리미엄;대한;30km;3시간소요;3000;13;43020300413233422030102111
충남;부산;2023;06;19;16;40;일반;민국;30km;3시간소요;3000;16;03522241011002401132533031422123
경기;제주;2023;06;17;00;30;일반;대한;30km;3시간소요;3000;7;50110132122210
제주;경기;2023;06;16;06;20;우등;인규;30km;3시간소요;3000;21;505231020130320322235143331211201040001353
경기;부산;2023;06;17;07;30;우등;민국;10km;1시간소요;1000;12;411120502340425112135221
경기;부산;2023;06;16;06;30;우등;민국;10km;1시간소요;1000;19;01335021523041531200023110421343113223
경기;서울;2023;06;18;14;20;우등;인규;20km;2시간소요;2000;5;4111205302
제주;서울;2023;06;17;12;20;우등;대한;50km;5시간소요;5000;22;21005053035222323040101220330213424101315111
경기;충남;2023;06;17;10;50;우등;대한;20km;2시간소요;2000;5;0020431342
서울;충북;2023;06;15;00;50;일반;인규;30km;3시간소요;3000;7;30521302201051
서울;충남;2023;06;18;02;00;일반;대한;40km;4시간소요;4000;3;522331
제주;서울;2023;06;17;04;30;우등;대한;50km;5시간소요;5000;16;03234150305310022200334213324320
제주;충북;2023;06;15;07;20;프리미엄;민국;20km;2시간소요;2000;13;32313010031322425141233343
서울;부산;2023;06;18;13;20;일반;인규;10km;1시간소요;1000;16;03523122214050411301101120301243
충북;서울;2023;06;19;01;50;우등;인규;30km;3시간소요;3000;6;514132112213
서울;충북;2023;06;15;10;20;우등;대한;30km;3시간소요;3000;2;2241
제주;충북;2023;06;16;08;30;우등;인규;20km;2시간소요;2000;16;20021143233150120033214130031022
충남;충북;2023;06;16;12;00;우등;인규;10km;1시간소요;1000;6;200201315121
경기;충남;2023;06;16;05;10;프리미엄;민국;20km;2시간소요;2000;7;13020112113040
제주;부산;2023;06;19;13;20;일반;민국;40km;4시간소요;4000;20;5210005101415012433103135332022042233340
서울;경기;2023;06;15;02;30;우등;인규;20km;2시간소요;2000;18;520030131002234112503151200133422243
경기;부산;2023;06;17;02;10;일반;인규;10km;1시간소요;1000;6;432153220100
서울;충남;2023;06;16;08;20;일반;인규;40km;4시간소요;4000;18;030112504000513133234221112022524132
부산;제주;2023;06;17;04;50;프리미엄;대한;40km;4시간소요;4000;22;02231250305313003140113321014241522003514332
경기;서울;2023;06;19;15;40;일반;민국;20km;2시간소요;2000;18;102351005201123241432002405042032253
경기;충남;2023;06;16;02;30;일반;대한;20km;2시간소요;2000;7;20331021032251
서울;충남;2023;06;16;04;10;프리미엄;인규;40km;4시간소요;4000;23;0313405253425012114333511001300221202241323123
충남;제주;2023;06;15;04;40;프리미엄;대한;10km;1시간소요;1000;23;3303422231010052511143402310200230131221534150
제주;충남;2023;06;16;04;30;일반;인규;10km;1시간소요;1000;14;3342325202125330220040131151
제주;부산;2023;06;16;16;10;일반;민국;40km;4시간소요;4000;3;203352
서울;제주;2023;06;17;10;50;프리미엄;민국;50km;5시간소요;5000;9;413212521113532340
경기;충북;2023;06;19;08;00;프리미엄;민국;10km;1시간소요;1000;1;51
충북;충남;2023;06;17;03;40;일반;대한;10km;1시간소요;1000;8;3002503313222303
부산;서울;2023;06;15;04;10;우등;민국;10km;1시간소요;1000;22;43524253320340135141005012202210020133302131
충남;충북;2023;06;19;02;10;일반;대한;10km;1시간소요;1000;22;50321351111253220340413101420223333010002120
충북;서울;2023;06;18;09;00;우등;인규;30km;3시간소요;3000;20;4142133300532022430252502110304032230311
서울;부산;2023;06;18;11;50;우등;대한;10km;1시간소요;1000;18;011022414011310200325142435020031230
서울;충북;2023;06;15;15;30;프리미엄;민국;30km;3시간소요;3000;16;13414302200310304240531101335251
제주;부산;2023;06;19;07;40;일반;대한;40km;4시간소요;4000;19;31515001323353210340433041024213201211
부산;충북;2023;06;17;02;10;일반;대한;20km;2시간소요;2000;22;42113350231331100252005351301222320140412120
경기;부산;2023;06;16;13;20;일반;대한;10km;1시간소요;1000;5;3202413140
경기;충남;2023;06;19;15;50;프리미엄;민국;20km;2시간소요;2000;13;20525331224213433323101100
충남;경기;2023;06;17;01;20;일반;인규;20km;2시간소요;2000;8;4203411140315023
충남;경기;2023;06;19;13;20;우등;민국;20km;2시간소요;2000;3;533022
충남;부산;2023;06;17;11;30;일반;인규;30km;3시간소요;3000;16;43324020530010130231424151522123
부산;충남;2023;06;18;16;40;일반;민국;30km;3시간소요;3000;1;31
제주;서울;2023;06;15;09;30;우등;인규;50km;5시간소요;5000;14;3222500313103020210201423151
충남;부산;2023;06;17;16;10;일반;민국;30km;3시간소요;3000;7;41201112225123
경기;충북;2023;06;17;10;40;프리미엄;인규;10km;1시간소요;1000;22;20515040320131114342222153031012305213330041
부산;충남;2023;06;17;04;20;우등;민국;30km;3시간소요;3000;21;133233221100125201500351414230214353230231
제주;서울;2023;06;17;12;30;우등;민국;50km;5시간소요;5000;10;02531241002313520132
부산;충북;2023;06;15;12;10;우등;대한;20km;2시간소요;2000;14;3233113123134122533002005221
경기;부산;2023;06;17;11;10;일반;인규;10km;1시간소요;1000;13;02432153104122523212302051
서울;경기;2023;06;16;04;00;우등;대한;20km;2시간소요;2000;15;133243035010330242522221120020
제주;충남;2023;06;19;04;40;프리미엄;인규;10km;1시간소요;1000;1;22
서울;부산;2023;06;19;07;20;프리미엄;대한;10km;1시간소요;1000;19;20224150430351231340533221305212110242
서울;제주;2023;06;16;15;40;우등;인규;50km;5시간소요;5000;15;223033035110115301215200025020
서울;제주;2023;06;15;09;10;일반;대한;50km;5시간소요;5000;23;3140230002431301333250534120511012522230214211
경기;서울;2023;06;15;05;20;우등;민국;20km;2시간소요;2000;8;4213123252313033
서울;충남;2023;06;15;02;40;프리미엄;대한;40km;4시간소요;4000;21;425011135132412122401253330152020300202331
부산;충북;2023;06;16;07;20;프리미엄;인규;20km;2시간소요;2000;21;212231100011525053020343134041122351324220
부산;충북;2023;06;18;14;40;일반;민국;20km;2시간소요;2000;20;0143235152425303223130335000413220401302
충남;부산;2023;06;15;01;30;일반;대한;30km;3시간소요;3000;10;43135230020333415001
서울;부산;2023;06;16;08;30;프리미엄;민국;10km;1시간소요;1000;20;1322004230524001321103511253232120411043
서울;제주;2023;06;16;13;30;프리미엄;인규;50km;5시간소요;5000;2;1350
충남;경기;2023;06;16;01;20;우등;인규;20km;2시간소요;2000;1;22
충북;부산;2023;06;15;11;10;일반;민국;20km;2시간소요;2000;20;5243310020231003530251133001424033114121
제주;경기;2023;06;17;08;00;일반;대한;30km;3시간소요;3000;10;30405023214341115153
제주;부산;2023;06;16;04;50;일반;인규;40km;4시간소요;4000;20;3243213003100222335141521301315000231142
서울;제주;2023;06;17;00;30;일반;대한;50km;5시간소요;5000;11;5142521011312241003223
충남;제주;2023;06;16;16;30;우등;대한;10km;1시간소요;1000;4;23010340
서울;경기;2023;06;17;05;30;프리미엄;인규;20km;2시간소요;2000;15;134023302002113150514352212253
부산;서울;2023;06;19;14;00;일반;인규;10km;1시간소요;1000;3;412001
경기;서울;2023;06;15;09;20;프리미엄;민국;20km;2시간소요;2000;23;2000513311315301121352034050432321300242224110
서울;부산;2023;06;18;13;50;프리미엄;민국;10km;1시간소요;1000;3;021243
서울;충남;2023;06;18;15;10;프리미엄;대한;40km;4시간소요;4000;12;321131404130120123105102
경기;부산;2023;06;19;13;50;일반;민국;10km;1시간소요;1000;23;3240215103300213204310314112535042330123112200
서울;충남;2023;06;19;10;40;우등;대한;40km;4시간소요;4000;23;4120003243133022311252334053014223215103021050
서울;부산;2023;06;19;12;30;우등;대한;10km;1시간소요;1000;21;324003013011412052210213233100105322434251
서울;충남;2023;06;15;05;00;프리미엄;민국;40km;4시간소요;4000;20;5303023223511352502220421110123100434001
경기;충북;2023;06;16;10;10;우등;민국;10km;1시간소요;1000;16;52100053012341123132215111400220
부산;서울;2023;06;17;09;00;우등;대한;10km;1시간소요;1000;21;411020032302000143315240332213535142211112
제주;충북;2023;06;16;03;00;프리미엄;인규;20km;2시간소요;2000;5;1252115343
부산;경기;2023;06;17;08;50;우등;민국;10km;1시간소요;1000;19;13005040532241424310311132300201122003
제주;충북;2023;06;16;12;00;우등;민국;20km;2시간소요;2000;4;50010003
충북;부산;2023;06;16;08;30;프리미엄;대한;20km;2시간소요;2000;22;01432000100232530312402150133352311142235130
부산;충북;2023;06;16;13;40;일반;인규;20km;2시간소요;2000;2;4231
부산;제주;2023;06;18;10;10;일반;대한;40km;4시간소요;4000;19;03414030513110110042133322215223501220
충북;제주;2023;06;15;16;10;일반;대한;20km;2시간소요;2000;14;2031534110224032015152213033
충북;서울;2023;06;19;09;30;일반;대한;30km;3시간소요;3000;3;022011
부산;경기;2023;06;17;04;50;일반;대한;10km;1시간소요;1000;17;5351424100333230202112405003115222
제주;충남;2023;06;15;08;50;일반;민국;10km;1시간소요;1000;6;332013515312
부산;서울;2023;06;19;11;40;일반;인규;10km;1시간소요;1000;18;102342323012015321220211203343035152
경기;부산;2023;06;15;10;40;우등;민국;10km;1시간소요;1000;16;00224010515032520143300311311323
제주;경기;2023;06;19;04;00;우등;민국;30km;3시간소요;3000;4;31102241
충남;서울;2023;06;19;13;40;프리미엄;인규;40km;4시간소요;4000;19;21131242321003515250412002223343011140
충북;서울;2023;06;19;16;00;일반;대한;30km;3시간소요;3000;11;5021120251204132000313
서울;충남;2023;06;18;12;40;프리미엄;민국;40km;4시간소요;4000;12;433253101120234140310212
충북;부산;2023;06;18;16;00;일반;인규;20km;2시간소요;2000;4;50535223
서울;충남;2023;06;17;04;10;일반;대한;40km;4시간소요;4000;8;5150012352203153
충남;서울;2023;06;16;05;00;일반;대한;40km;4시간소요;4000;11;2330331321005332024151
부산;제주;2023;06;17;03;40;프리미엄;인규;40km;4시간소요;4000;20;0132514021303110524253132312503320221103
경기;충남;2023;06;17;02;20;일반;인규;20km;2시간소요;2000;13;20030041435311221240103113
제주;부산;2023;06;19;00;20;일반;대한;40km;4시간소요;4000;21;413023513310321250310242201140430301522221
부산;경기;2023;06;15;14;30;프리미엄;인규;10km;1시간소요;1000;9;530003232131112050
충북;부산;2023;06;16;00;40;우등;대한;20km;2시간소요;2000;7;21434140524233
충북;서울;2023;06;16;00;40;프리미엄;인규;30km;3시간소요;3000;4;33224301
경기;제주;2023;06;19;06;40;일반;인규;30km;3시간소요;3000;21;325110522253304243123123210240030113411120
제주;충북;2023;06;17;06;30;프리미엄;대한;20km;2시간소요;2000;9;200223314122405033
충남;충북;2023;06;19;12;00;프리미엄;대한;10km;1시간소요;1000;8;2012400301424321
충남;경기;2023;06;18;15;10;프리미엄;대한;20km;2시간소요;2000;9;312242215110031101
충남;제주;2023;06;18;14;50;일반;대한;10km;1시간소요;1000;20;0001332130505313520302234310122011403142
서울;경기;2023;06;19;01;30;프리미엄;대한;20km;2시간소요;2000;1;23
제주;경기;2023;06;17;07;00;프리미엄;인규;30km;3시간소요;3000;17;1052013153001143504133025120324212
충북;제주;2023;06;16;15;40;일반;인규;20km;2시간소요;2000;3;212052
경기;제주;2023;06;18;09;00;프리미엄;대한;30km;3시간소요;3000;10;41312133123211524313
제주;서울;2023;06;18;08;00;일반;대한;50km;5시간소요;5000;7;40435351210131
충남;부산;2023;06;17;03;30;우등;대한;30km;3시간소요;3000;21;432251114203005240504112233133013032135321
부산;충북;2023;06;19;04;10;일반;민국;20km;2시간소요;2000;13;10314251503302403213304111
충북;충남;2023;06;17;09;10;일반;인규;10km;1시간소요;1000;7;10002111020342
제주;충남;2023;06;17;08;30;일반;대한;10km;1시간소요;1000;21;524320215110313340033002500001532242123223
충북;제주;2023;06;16;02;40;우등;인규;20km;2시간소요;2000;17;4252201323511153410300330121302250
부산;충북;2023;06;18;01;00;일반;민국;20km;2시간소요;2000;16;03523111531321504333302341402012
제주;서울;2023;06;18;02;20;우등;인규;50km;5시간소요;5000;22;03525321114002201310120050322351304341310122
충북;제주;2023;06;19;07;00;우등;대한;20km;2시간소요;2000;7;42200213125352
제주;충북;2023;06;18;09;20;프리미엄;민국;20km;2시간소요;2000;17;4212403250202113532201115243003341
서울;제주;2023;06;16;14;30;우등;대한;50km;5시간소요;5000;18;534152024320225140331003231331423201
충북;충남;2023;06;16;14;10;일반;대한;10km;1시간소요;1000;11;5052423100021323433011
충북;경기;2023;06;15;04;50;일반;대한;10km;1시간소요;1000;9;122331411103514321
경기;충남;2023;06;17;05;00;프리미엄;대한;20km;2시간소요;2000;2;1152
충남;부산;2023;06;17;00;00;우등;대한;30km;3시간소요;3000;6;324152201202
부산;경기;2023;06;16;11;10;일반;대한;10km;1시간소요;1000;3;410023
서울;충북;2023;06;19;09;10;우등;민국;30km;3시간소요;3000;8;3102214213403330
제주;충북;2023;06;18;10;50;프리미엄;민국;20km;2시간소요;2000;14;3020133110214251034340322211
충북;부산;2023;06;19;12;30;일반;대한;20km;2시간소요;2000;10;12024043505110331303
충북;경기;2023;06;16;06;50;일반;대한;10km;1시간소요;1000;3;502102
서울;부산;2023;06;15;04;40;일반;인규;10km;1시간소요;1000;13;43213112223342531013524132
